id,supply_summary_id,supply_activity_item_log_id,supply_activity_item_log_created_at,error_message,created_at,created_by
56e95a79-3e73-4b44-abbb-baaf3bd561bb,25597745-2353-11ef-97af-6c6a770b1e17,cbf7e0f9-2101-440e-b538-e7ddb8478cdb,2024-04-24T07:58:34.806+0530,Quantity cannot be negative or decimal,2024-04-24T07:58:34.829+0530,GIV
ef24563d-0fb8-48b6-bd91-078b9973fe19,25597746-2353-11ef-aca6-6c6a770b1e17,05566ee5-5c54-48a4-919d-7273f86cb188,2024-04-24T07:58:34.806+0530,Source updated at time is in future,2024-04-24T07:58:34.829+0530,GIV
13228b11-4df6-4bd8-a56a-da7374288adf,25597747-2353-11ef-bfbd-6c6a770b1e17,77c62148-1791-4552-83ac-57de95225753,2024-04-24T07:59:04.663+0530,Quantity cannot be negative or decimal,2024-04-24T07:59:04.682+0530,GIV
7a8305ef-379c-43c7-a706-bc9852dd77f0,25597748-2353-11ef-be54-6c6a770b1e17,e6e098ce-bcbe-46f8-aefc-9c21db05b30d,2024-04-24T07:59:04.663+0530,Source updated at time is in future,2024-04-24T07:59:04.682+0530,GIV
f168390f-34c6-4de4-b54a-a862a75fa75a,25597749-2353-11ef-a612-6c6a770b1e17,f86aea82-d8ab-4947-a339-dea2080c45e2,2024-04-24T07:59:34.526+0530,Quantity cannot be negative or decimal,2024-04-24T07:59:34.544+0530,GIV
1f5d7bc0-e8ed-48c5-a705-8e79968da495,2559774a-2353-11ef-8dcc-6c6a770b1e17,cf1d0e1a-c946-496d-9976-c0847569d294,2024-04-24T07:59:34.526+0530,Source updated at time is in future,2024-04-24T07:59:34.544+0530,GIV
d519b685-d899-4de0-8243-a24e6a27c7f0,2559774b-2353-11ef-a8e6-6c6a770b1e17,af2a25ed-b962-45b0-8633-20c0402e15b5,2024-04-24T08:00:04.502+0530,Quantity cannot be negative or decimal,2024-04-24T08:00:04.520+0530,GIV
4d966a8e-309a-4ded-bef0-ea238bb9f305,2559774c-2353-11ef-a4d7-6c6a770b1e17,f5607be6-6fb4-44f7-bd80-6247073f02a7,2024-04-24T08:00:04.502+0530,Source updated at time is in future,2024-04-24T08:00:04.520+0530,GIV
be7ae012-3432-4564-9421-8c731c84803a,2559774d-2353-11ef-947d-6c6a770b1e17,9200fa1a-4cf1-4799-8ce3-9a62280edaa7,2024-04-24T10:37:52.368+0530,Quantity cannot be negative or decimal,2024-04-24T10:37:52.388+0530,GIV
6dfea86d-8579-4029-a338-9e7a4038baf9,2559774e-2353-11ef-932f-6c6a770b1e17,6e2726ed-328f-4a0f-9bf0-8294149a08a5,2024-04-24T10:37:52.368+0530,Source updated at time is in future,2024-04-24T10:37:52.388+0530,GIV
2696ee39-2697-4f60-bde8-dfb80d7ba502,2559774f-2353-11ef-9f30-6c6a770b1e17,27f7b948-e2d4-4874-9311-589a31bb7d74,2024-04-24T10:54:58.773+0530,Quantity cannot be negative or decimal,2024-04-24T10:54:58.789+0530,GIV
a2fdce10-46be-4ca2-a8af-75729caa1ede,25597750-2353-11ef-94d0-6c6a770b1e17,b889069d-aa87-4e6d-ab10-8b15a5581024,2024-04-24T10:54:58.773+0530,Source updated at time is in future,2024-04-24T10:54:58.789+0530,GIV
9250e675-735f-4877-8dd5-e087c4e4cbbf,25597751-2353-11ef-9c80-6c6a770b1e17,5d25d1c0-0ea2-497b-836b-579794f31bbb,2024-04-24T11:30:19.540+0530,Quantity cannot be negative or decimal,2024-04-24T11:30:19.559+0530,GIV
4ccf40bc-0b48-4585-945c-f58d89cb752f,25597752-2353-11ef-86ed-6c6a770b1e17,0c8ef6f2-d821-4610-b6e1-02e8c2cd101c,2024-04-24T11:30:19.540+0530,Source updated at time is in future,2024-04-24T11:30:19.559+0530,GIV
256be1bf-7702-4ada-85fc-21380d2bc186,25597753-2353-11ef-a5d8-6c6a770b1e17,dcf0f95d-a369-4d8a-8d55-2779a645a3e5,2024-04-25T01:00:26.075+0530,Quantity cannot be negative or decimal,2024-04-25T01:00:26.134+0530,GIV
c7fc11c5-a32a-4ccb-973d-028cfd8ef2a0,25597754-2353-11ef-a000-6c6a770b1e17,8bf3a599-a795-431c-8de8-0f4c1687999d,2024-04-25T01:00:26.075+0530,Source updated at time is in future,2024-04-25T01:00:26.134+0530,GIV
bab2f533-b130-4d6a-acf6-a1ade2e7ad58,25597755-2353-11ef-a79d-6c6a770b1e17,d9fa9d65-c008-46c9-aa9d-aee1074b3343,2024-04-26T15:13:57.560+0530,Quantity cannot be negative or decimal,2024-04-26T15:13:57.567+0530,GIV
b5c7d1b4-8a8c-4b89-aa22-182182b46d9b,25597756-2353-11ef-ab4c-6c6a770b1e17,fb84856b-0130-4ea9-b7a9-b0d07aab5dd5,2024-04-26T16:19:56.544+0530,Quantity cannot be negative or decimal,2024-04-26T16:19:56.625+0530,GIV
eec908c3-59c3-4034-9a72-ed0c8d507187,25597757-2353-11ef-9fe5-6c6a770b1e17,9829c8d2-4a32-41bb-be1e-65ac59f6a927,2024-04-26T16:19:56.544+0530,Source updated at time is in future,2024-04-26T16:19:56.625+0530,GIV
99da3d9d-eb81-4800-a58b-e975599cf8a2,25597758-2353-11ef-a18d-6c6a770b1e17,7585348f-e6e2-47ab-abcf-a7ce6b7dcaac,2024-04-26T16:27:46.295+0530,Quantity cannot be negative or decimal,2024-04-26T16:27:46.326+0530,GIV
160bfde5-beeb-4abd-b886-cabc5e06c668,25597759-2353-11ef-b4e1-6c6a770b1e17,e5bdbb07-0cd1-490d-93dd-f0934dd703f7,2024-04-26T16:27:46.295+0530,Source updated at time is in future,2024-04-26T16:27:46.326+0530,GIV
c4242087-0cac-4dbf-be5c-d67764e84c02,2559775a-2353-11ef-9a79-6c6a770b1e17,38015f05-f6d5-4c8f-a8c3-b24e138365d0,2024-04-27T16:29:09.719+0530,Quantity cannot be negative or decimal,2024-04-27T16:29:09.725+0530,GIV
492fb4c9-8237-427c-9fff-a4dc62deedbc,2559775b-2353-11ef-8e89-6c6a770b1e17,130765ca-f7ae-42f6-bbdb-fbcc4918c4d7,2024-04-27T16:37:20.782+0530,Source updated at time is after event generated at time,2024-04-27T16:37:20.791+0530,GIV
9e807b89-e933-4ca2-a657-31f4f92510d5,2559775c-2353-11ef-876e-6c6a770b1e17,1d1e605e-5b1c-4f82-bc14-912786d5e3c1,2024-04-27T16:46:56.326+0530,Source updated at time is in future,2024-04-27T16:46:56.342+0530,GIV
6e6bc3c3-1639-4903-b105-bda5a9f5474c,2559775d-2353-11ef-845d-6c6a770b1e17,b7c1d58a-9618-4641-a1de-351d097e5e71,2024-04-27T16:51:03.669+0530,Source updated at time is in future,2024-04-27T16:51:03.687+0530,GIV
5fe53f40-cd68-4e45-bdbc-c0d17f928f0e,2559775e-2353-11ef-85be-6c6a770b1e17,df984791-bfdb-4e60-a017-ee6429de190b,2024-04-29T11:43:09.358+0530,Source updated at time is in future,2024-04-29T11:43:09.370+0530,GIV
526035e2-36be-425c-9bf6-6f9b449aa62e,2559775f-2353-11ef-b7e3-6c6a770b1e17,4ffb1e7f-cc91-4a79-8942-3a0361b171dd,2024-04-29T11:43:09.358+0530,Source updated at time is in future,2024-04-29T11:43:09.371+0530,GIV
3ea01839-1b66-454c-ac72-003a57d2b0dd,25597760-2353-11ef-a2f5-6c6a770b1e17,4aa6cb93-a219-4dd3-bb73-87b646b44c01,2024-04-29T11:43:09.358+0530,Source updated at time is in future,2024-04-29T11:43:09.371+0530,GIV
d43e97f3-9c89-4a3e-8337-6133694942b8,25597761-2353-11ef-b868-6c6a770b1e17,9099098a-2ac7-4019-859f-ccfdbb3dbb96,2024-04-29T14:03:08.094+0530,Quantity cannot be negative or decimal,2024-04-29T14:03:08.118+0530,GIV
abef3ea2-b3fd-4077-90aa-cefdd9b8300c,25597762-2353-11ef-acf2-6c6a770b1e17,f4ea6ce5-a574-40b5-9256-5ceb0a527d90,2024-04-29T14:03:08.094+0530,Source updated at time is in future,2024-04-29T14:03:08.118+0530,GIV
dcd95a29-37cd-4c64-a359-0407dc2ae337,25597763-2353-11ef-925c-6c6a770b1e17,125d36c5-2c8d-4082-b15c-07b9de9788f1,2024-04-29T17:59:08.117+0530,Source updated at time is in future,2024-04-29T17:59:08.133+0530,GIV
a7607944-2a29-4d6b-8c8d-a16c23328070,25597764-2353-11ef-b7bf-6c6a770b1e17,b3d2c924-d991-4f53-ac69-b83cf433920a,2024-04-29T17:59:08.117+0530,Source updated at time is in future,2024-04-29T17:59:08.133+0530,GIV
e3b50f0f-ab35-47d4-aa5c-176022efc752,25597765-2353-11ef-b3f4-6c6a770b1e17,5e46e51f-8d43-4eb5-8224-ec5430cbfec6,2024-04-29T17:59:08.117+0530,Source updated at time is in future,2024-04-29T17:59:08.133+0530,GIV
a80e1e99-740e-403d-befb-68ef4a0271d0,25597766-2353-11ef-b72e-6c6a770b1e17,4034674f-e9f5-4ba5-93e4-f6ae025f34ef,2024-04-29T19:40:29.168+0530,Source updated at time is in future,2024-04-29T19:40:29.229+0530,GIV
ef2c21c3-5580-4e8a-bc6b-4d4438899389,25597767-2353-11ef-8e10-6c6a770b1e17,3554ed17-01c2-46dd-bd02-986bb2119f39,2024-04-29T19:40:29.168+0530,Source updated at time is in future,2024-04-29T19:40:29.230+0530,GIV
4073b7d8-91b4-49d3-8fcd-3bc428d061b2,25597768-2353-11ef-886f-6c6a770b1e17,2550b5a8-669b-4dcd-8c76-ea436e731ae9,2024-04-29T19:40:29.168+0530,Source updated at time is in future,2024-04-29T19:40:29.230+0530,GIV
9439b4eb-e8ae-4112-b5c2-18c4fa510777,25597769-2353-11ef-839d-6c6a770b1e17,5a228823-171b-4d3c-9774-d4490ce7ad7d,2024-04-29T19:40:29.168+0530,Source updated at time is in future,2024-04-29T19:40:29.231+0530,GIV
9248a301-6b47-41e4-a1e7-3463701fd343,2559776a-2353-11ef-acbe-6c6a770b1e17,edf73bfb-47f7-4961-9019-3a2e598bb9ee,2024-04-29T19:42:19.338+0530,Source updated at time is in future,2024-04-29T19:42:19.358+0530,GIV
4bc64051-d81f-4774-a64f-4c19041ee174,2559776b-2353-11ef-9699-6c6a770b1e17,a6646b2f-3a38-4b5c-b3a3-34bfeb166a0c,2024-04-29T19:42:19.338+0530,Source updated at time is in future,2024-04-29T19:42:19.358+0530,GIV
1222a0ae-8188-4709-9150-c4e729a25bbc,2559776c-2353-11ef-baae-6c6a770b1e17,be7bec16-ec9f-43a3-8743-851e2938fbb6,2024-04-29T19:42:19.338+0530,Source updated at time is in future,2024-04-29T19:42:19.358+0530,GIV
7c7a164d-f216-4057-b87b-38169d0ff6ba,2559776d-2353-11ef-b70f-6c6a770b1e17,69405bde-1524-4115-8eec-0b6fe476e288,2024-04-29T19:42:19.338+0530,Source updated at time is in future,2024-04-29T19:42:19.358+0530,GIV
225c957e-d9d0-499c-91ac-9519a31d31e8,2559776e-2353-11ef-bc05-6c6a770b1e17,255fe46f-6a03-4967-a0b8-335a86387b51,2024-04-29T21:26:40.363+0530,Source updated at time is in future,2024-04-29T21:26:40.439+0530,GIV
8e0e8eef-65ec-4445-9c74-af2b63064e03,2559776f-2353-11ef-88f9-6c6a770b1e17,5b77f5db-6b20-4881-a403-5f1e00c67ee9,2024-04-29T21:27:26.350+0530,Source updated at time is in future,2024-04-29T21:27:26.355+0530,GIV
3210b2b5-6aa0-4710-95a4-c0d6a1a85ee5,25597770-2353-11ef-88da-6c6a770b1e17,755377d3-a073-473d-8633-8de5ed19b2d4,2024-04-29T21:38:44.886+0530,Source updated at time is in future,2024-04-29T21:38:44.917+0530,GIV
fc95e167-c202-484d-8d52-c1f1600f26d8,25597771-2353-11ef-9561-6c6a770b1e17,dbcb50f5-6000-44ec-8688-c7ca9af40ceb,2024-04-29T21:38:44.886+0530,Source updated at time is in future,2024-04-29T21:38:44.917+0530,GIV
000b874b-fc3a-4f5e-bd2a-2457629abfd6,25597772-2353-11ef-803b-6c6a770b1e17,0df03bac-f7ff-4117-b0da-dbaee0840eaa,2024-04-29T21:38:44.886+0530,Source updated at time is in future,2024-04-29T21:38:44.917+0530,GIV
fd5fa2f5-f133-43de-af57-b58ba6db1e3d,25597773-2353-11ef-bed8-6c6a770b1e17,4859819d-0436-4e92-a999-f6544c54009c,2024-04-29T21:40:26.261+0530,Source updated at time is in future,2024-04-29T21:40:26.273+0530,GIV
043a5d0d-3eb5-486b-98d3-e41164c70b51,25597774-2353-11ef-b10f-6c6a770b1e17,a1e0877f-f6f9-4228-a323-c2959d3eca88,2024-04-29T21:40:26.261+0530,Source updated at time is in future,2024-04-29T21:40:26.273+0530,GIV
77c5be1c-f78b-4dc6-8fcb-efc1e3d464de,25597775-2353-11ef-b82d-6c6a770b1e17,372255e5-2113-47ff-978b-5cd7ef43bb83,2024-04-29T21:40:26.261+0530,Source updated at time is in future,2024-04-29T21:40:26.273+0530,GIV
9d081b34-46bf-4550-bc35-ae425b28cee0,25597776-2353-11ef-9897-6c6a770b1e17,534170a8-7593-4915-9b87-5d1b34b82146,2024-04-29T21:41:49.929+0530,Source updated at time is in future,2024-04-29T21:41:49.941+0530,GIV
ecd04cdb-5f4b-42f5-bd36-41eb7c2703ea,25597777-2353-11ef-9d0d-6c6a770b1e17,ed50648e-83c8-45f4-83b7-910e4a1f00c8,2024-04-29T21:41:49.929+0530,Source updated at time is in future,2024-04-29T21:41:49.942+0530,GIV
37863411-cd5e-4504-adfc-632a057fd9f8,25597778-2353-11ef-b242-6c6a770b1e17,d0d4e5a7-df70-468f-b4ee-18bfed12e1bc,2024-04-29T21:41:49.929+0530,Source updated at time is in future,2024-04-29T21:41:49.942+0530,GIV
f55b55df-8bc9-4c04-ba5a-3f388bba5cf5,25597779-2353-11ef-b993-6c6a770b1e17,7b7614ef-d7d5-41b4-95de-bfb237cc0a7c,2024-04-29T22:07:39.698+0530,Source updated at time is in future,2024-04-29T22:07:39.712+0530,GIV
ea151e71-4f69-44b0-94dd-ef23a2f5a650,2559777a-2353-11ef-8cbc-6c6a770b1e17,7dcc4d88-6c89-4b8e-8e6d-673b277b70a3,2024-04-30T11:51:02.038+0530,Source updated at time is in future,2024-04-30T11:51:02.076+0530,GIV
b2b7384e-e1b1-4c3a-936f-be7c2923f686,2559777b-2353-11ef-94fc-6c6a770b1e17,649d83d2-fd06-4996-9691-9eaa5e8df928,2024-04-30T11:51:57.216+0530,Source updated at time is in future,2024-04-30T11:51:57.242+0530,GIV
c51f1456-eab2-4886-8227-7513c2f799ef,2559777c-2353-11ef-8a6b-6c6a770b1e17,87d8a877-6b42-45c2-8b93-3f7c98f8eb47,2024-04-30T14:25:00.654+0530,Source updated at time is in future,2024-04-30T14:25:00.703+0530,GIV
75d9dcd7-f977-4ff7-845e-57c420ef745b,2559777d-2353-11ef-b9d5-6c6a770b1e17,b55e4307-4bf8-47cb-bff5-2e98125adcc5,2024-04-30T14:41:52.552+0530,Source updated at time is in future,2024-04-30T14:41:52.562+0530,GIV
b6ddcf63-c7f9-49b4-9e3e-de6dbcfb8d73,2559777e-2353-11ef-807c-6c6a770b1e17,4e7fd9c3-96a6-45b5-8cb7-a0991aa859f8,2024-04-30T14:41:52.552+0530,Source updated at time is in future,2024-04-30T14:41:52.562+0530,GIV
345cdfbc-d5df-4a11-98ea-a965730d8963,2559777f-2353-11ef-aec6-6c6a770b1e17,203c4f94-3fae-405b-9268-9df59f41e7ea,2024-04-30T14:41:52.552+0530,Quantity cannot be negative or decimal,2024-04-30T14:41:52.562+0530,GIV
7857c7b0-969d-4a86-aeb9-86ad5dd2c224,25597780-2353-11ef-9ce1-6c6a770b1e17,ca425161-d07c-4ec1-98fd-8405d794e73b,2024-04-30T14:43:02.283+0530,Source updated at time is after event generated at time,2024-04-30T14:43:02.294+0530,GIV
88f6e87d-a4ac-492b-a940-3bab1cc720ad,25597781-2353-11ef-a4e1-6c6a770b1e17,86c20483-d3e4-4681-8caf-2fb03c53b37b,2024-04-30T14:43:02.283+0530,Source updated at time is after event generated at time,2024-04-30T14:43:02.294+0530,GIV
b7212ab7-7449-4e79-a04f-1b184b3be481,25597782-2353-11ef-99b7-6c6a770b1e17,51cb4f00-2d84-4c81-b619-b929a76f06da,2024-04-30T14:43:02.283+0530,Source updated at time is after event generated at time,2024-04-30T14:43:02.294+0530,GIV
63660c64-6dca-48cd-9086-463196a261e8,25597783-2353-11ef-929f-6c6a770b1e17,4e435253-0698-4015-ad81-cd29d498d623,2024-04-30T14:56:39.907+0530,Quantity cannot be negative or decimal,2024-04-30T14:56:39.922+0530,GIV
86ef705e-121f-4632-86b1-6886d2fee926,25597784-2353-11ef-b186-6c6a770b1e17,dd6e2468-39a0-4d05-b486-a5392fcfccd3,2024-04-30T14:56:39.907+0530,Source updated at time is in future,2024-04-30T14:56:39.922+0530,GIV
5bffff8f-7303-4de5-8121-4b36b2861916,25597785-2353-11ef-8626-6c6a770b1e17,1a590857-910c-49f0-a0be-7061ff97b7fe,2024-04-30T16:19:40.554+0530,Quantity cannot be negative or decimal,2024-04-30T16:19:40.572+0530,GIV
7caa5e71-8a5e-40da-b94c-ad69e84d36a7,25597786-2353-11ef-a829-6c6a770b1e17,9b73812b-6fa4-4feb-9d77-e110c501e653,2024-04-30T16:19:40.554+0530,Source updated at time is in future,2024-04-30T16:19:40.572+0530,GIV
8fc8bcb1-af31-4bc9-83c0-974600cfc025,25597787-2353-11ef-8548-6c6a770b1e17,5f53e9a4-731b-4a1d-a1da-36fede285148,2024-04-30T16:19:58.749+0530,Quantity cannot be negative or decimal,2024-04-30T16:19:58.763+0530,GIV
c80e965a-6e19-4b89-a156-36e631f2938d,25597788-2353-11ef-90c5-6c6a770b1e17,8262c898-9d1b-4afd-b625-bcb0245ea014,2024-04-30T16:19:58.749+0530,Source updated at time is in future,2024-04-30T16:19:58.763+0530,GIV
044eb8e9-6765-4195-a07e-1678a563196d,25597789-2353-11ef-8ff0-6c6a770b1e17,3a23f004-7dfe-4bf8-bdcc-dfb7f90eb31a,2024-04-30T16:20:28.773+0530,Quantity cannot be negative or decimal,2024-04-30T16:20:28.790+0530,GIV
09224aaa-aaf8-4aaf-a08b-4ceb9ac6ff16,2559778a-2353-11ef-9052-6c6a770b1e17,870027c9-05cf-4bba-bdc8-b66e8be6d761,2024-04-30T16:20:28.773+0530,Source updated at time is in future,2024-04-30T16:20:28.790+0530,GIV
8ce29701-20dd-4d82-a91e-098bfbfbf05b,2559778b-2353-11ef-af31-6c6a770b1e17,a1863aeb-ea67-4d4d-b9be-18c2e78c7822,2024-04-30T16:20:58.769+0530,Quantity cannot be negative or decimal,2024-04-30T16:20:58.786+0530,GIV
a0da4d40-23b1-4892-9df1-ad5b1ed801b7,2559778c-2353-11ef-adb6-6c6a770b1e17,85ee17c0-7647-4b56-acc9-c991e2457dcc,2024-04-30T16:20:58.769+0530,Source updated at time is in future,2024-04-30T16:20:58.786+0530,GIV
