id,node_id,item_id,condition,supply_type,source_update_type,quantity,quantity_unit_of_measure,source_system,source_updated_at,created_at,created_by,supply_activity_log_job_id,supply_activity_log_created_at
66248640-0754-486a-a5a1-8d7371ae9e43,PARIS###CL###2001,SKU9002,NEW,ATP,ABSOLUTE,100.0,UNITS,PARIS_EOM,2024-04-17T17:30:30.000+0530,2024-04-17T11:43:03.747+0530,GIV,0739a457-4ed4-44c2-85a5-1a0959861edf,2024-04-17T11:43:03.745+0530
b9ab68e6-8b59-4178-9d45-0ed5f0260371,PARIS###CL###2000,SKU9004,NEW,ATP,ABSOLUTE,2000.0,UNITS,PARIS_EOM,2024-04-17T11:49:30.000+0530,2024-04-17T11:49:59.328+0530,GIV,6fa0f598-b1cb-4cfe-bd4a-2eccb46fe9a9,2024-04-17T11:49:59.280+0530
9f783a6f-8e8b-4859-a4a2-1ebc3d6e13fb,PARIS###CL###2000,SKU9005,NEW,ATP,ABSOLUTE,200.0,UNITS,PARIS_EOM,2024-04-17T11:49:30.000+0530,2024-04-17T11:49:59.328+0530,GIV,6fa0f598-b1cb-4cfe-bd4a-2eccb46fe9a9,2024-04-17T11:49:59.280+0530
f84ab434-4ceb-49fe-8f2e-3db8adcdb9be,PARIS###CL###2000,SKU9006,NEW,ATP,ABSOLUTE,10000.0,UNITS,PARIS_EOM,2024-04-17T11:49:30.000+0530,2024-04-17T11:49:59.328+0530,GIV,6fa0f598-b1cb-4cfe-bd4a-2eccb46fe9a9,2024-04-17T11:49:59.280+0530
7f1a1f3d-1f6d-4aa8-be61-9a8fe7fbdfe2,PARIS###CL###3005,SKU200,NEW,ATP,ABSOLUTE,100.0,UNITS,PARIS_EOM,1999-05-31T07:22:35.000+0530,2024-04-17T11:58:04.403+0530,GIV,20681971-6ed8-4327-95ad-bd5529cf0b22,2024-04-17T11:43:51.953+0530
66f5665a-ed9d-4837-b22f-a850a91ef55b,PARIS###CL###444,SKU44,NEW,ATP,ABSOLUTE,444.0,UNITS,PARIS_EOM,1990-04-03T12:00:30.000+0530,2024-04-17T13:46:55.734+0530,GIV,fcfb6f8c-466f-4aea-b4c7-7db58143eb7a,2024-04-17T13:46:55.730+0530
d56949c9-0c56-40f5-bf50-12b8dca089b0,PARIS###CL###333,SKU333,NEW,ATP,ABSOLUTE,333.0,UNITS,PARIS_EOM,1990-04-03T12:00:30.000+0530,2024-04-17T13:50:39.248+0530,GIV,c303512b-01ae-4154-8f67-08974427563c,2024-04-17T13:50:39.244+0530
372ff5fc-39e8-48f9-a1f2-f7bdbd501a52,PARIS###CL###555,SKU555,NEW,ATP,ABSOLUTE,555.0,UNITS,PARIS_EOM,1990-04-03T12:00:30.000+0530,2024-04-17T13:50:39.248+0530,GIV,c303512b-01ae-4154-8f67-08974427563c,2024-04-17T13:50:39.244+0530
a59d6822-e5f3-49c9-8575-f1571a5fe729,PARIS###CL###666,SKU666,NEW,ATP,ABSOLUTE,666.0,UNITS,PARIS_EOM,1990-04-03T12:00:30.000+0530,2024-04-17T13:50:39.248+0530,GIV,c303512b-01ae-4154-8f67-08974427563c,2024-04-17T13:50:39.244+0530
772ec5ec-e131-4e04-94c4-1c367b436389,PARIS###CL###999,SKU888,NEW,ATP,ABSOLUTE,999.0,UNITS,PARIS_EOM,2024-04-17T11:45:30.000+0530,2024-04-17T14:56:01.059+0530,GIV,8b1fd73e-6359-4218-8081-60db495d3620,2024-04-17T14:56:01.051+0530
22d404e8-d35f-468f-be27-fc6208b1e711,PARIS###CL###992,SKU992,NEW,ATP,ABSOLUTE,992.0,UNITS,PARIS_EOM,2024-04-17T11:45:30.000+0530,2024-04-17T14:56:01.059+0530,GIV,8b1fd73e-6359-4218-8081-60db495d3620,2024-04-17T14:56:01.051+0530
31135c3b-acb0-44b3-84c8-fe75651a3928,PARIS###CL###881,SKU881,NEW,ATP,ABSOLUTE,881.0,UNITS,PARIS_EOM,2024-04-17T11:45:30.000+0530,2024-04-17T14:56:01.059+0530,GIV,8b1fd73e-6359-4218-8081-60db495d3620,2024-04-17T14:56:01.051+0530
bb5791fd-351b-4284-8f1a-b3888c363086,PARIS###CL###5555,SKU987,NEW,ATP,ABSOLUTE,3420.0,UNITS,PARIS_EOM,1970-07-21T23:41:37.249+0530,2024-04-17T15:06:51.974+0530,GIV,ba25997f-1170-4ec7-a9da-172359242f1f,2024-04-17T15:01:35.731+0530
c5216561-f6ab-4480-8b77-2ab4165416f8,PARIS###CL###5555,SKU988,NEW,ATP,ABSOLUTE,342110.0,UNITS,PARIS_EOM,1970-07-21T23:41:37.249+0530,2024-04-17T15:06:51.974+0530,GIV,ba25997f-1170-4ec7-a9da-172359242f1f,2024-04-17T15:01:35.731+0530
bac1d00f-7cd5-4b1e-9d89-086d7f98e9fc,PARIS###CL###5556,SKU989,NEW,ATP,ABSOLUTE,3421.0,UNITS,PARIS_EOM,1970-07-21T23:41:37.249+0530,2024-04-17T15:06:51.974+0530,GIV,ba25997f-1170-4ec7-a9da-172359242f1f,2024-04-17T15:01:35.731+0530
fc8e88b6-22c1-471b-94e7-2c68930ce731,PARIS###CL###5555,SKU987,NEW,ATP,ABSOLUTE,342.0,UNITS,PARIS_EOM,1971-07-21T23:41:37.249+0530,2024-04-17T15:15:38.213+0530,GIV,ba25997f-1170-4ec7-a9da-172359242f1f,2024-04-17T15:01:35.731+0530
c8642a30-1630-43da-90e8-091fd5a35747,PARIS###CL###5555,SKU988,NEW,ATP,ABSOLUTE,342.0,UNITS,PARIS_EOM,1971-07-21T23:41:37.249+0530,2024-04-17T15:15:38.213+0530,GIV,ba25997f-1170-4ec7-a9da-172359242f1f,2024-04-17T15:01:35.731+0530
2fde95f1-8690-4e2b-af4b-f93de0f9b698,PARIS###CL###5556,SKU989,NEW,ATP,ABSOLUTE,3421.1,UNITS,PARIS_EOM,1971-07-21T23:41:37.249+0530,2024-04-17T15:15:38.213+0530,GIV,ba25997f-1170-4ec7-a9da-172359242f1f,2024-04-17T15:01:35.731+0530
5f205db0-dcdd-4c24-b9ff-c6ff06b54d0b,PARIS###CL###8888,SKU1001,NEW,ATP,ABSOLUTE,1001.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:17:42.602+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
95643e3f-eda8-4429-beec-4910be18e909,PARIS###CL###8888,SKU1002,NEW,ATP,ABSOLUTE,1002.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:17:42.602+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
82974bcb-30ab-48f0-98f6-039b5e9de443,PARIS###CL###8888,SKU1003,NEW,ATP,ABSOLUTE,1003.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:17:42.602+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
a02e024f-6c04-4047-8134-04a9c33e0b31,PARIS###CL###8888,SKU1004,NEW,ATP,ABSOLUTE,1004.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:17:42.602+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
f25228ee-8d7e-424b-8789-64bba3556861,PARIS###CL###8888,SKU1005,NEW,ATP,ABSOLUTE,1001.1,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:22:14.458+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
be28f50a-6e2b-47f6-b222-90eef7154f49,PARIS###CL###8888,SKU1001,NEW,ATP,ABSOLUTE,1002.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:28:32.858+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
13292196-bbc9-4b40-a5e5-abb95df7f24a,PARIS###CL###8888,SKU1002,NEW,ATP,ABSOLUTE,1003.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:28:32.858+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
4b3594fa-dd76-42e1-9a83-dc35f297107a,PARIS###CL###8888,SKU1003,NEW,ATP,ABSOLUTE,1004.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:28:32.858+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
71f94041-7a9a-43d7-996e-e9be3d45288d,PARIS###CL###8888,SKU1004,NEW,ATP,ABSOLUTE,1005.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:28:32.858+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
d2e4fd61-bc8a-4d22-861e-fa80bc777ea0,PARIS###CL###8888,SKU1001,NEW,ATP,ABSOLUTE,1002.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:30:31.549+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
485b4452-085f-41bd-8439-7d194975157d,PARIS###CL###8888,SKU1002,NEW,ATP,ABSOLUTE,1003.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:30:31.549+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
2b16fd7b-2c8a-45fd-9918-72b22b925bb0,PARIS###CL###8888,SKU1003,NEW,ATP,ABSOLUTE,1004.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:30:31.549+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
c5ae6705-f0a7-41c3-88ea-708d0dac6955,PARIS###CL###8888,SKU1004,NEW,ATP,ABSOLUTE,1005.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T10:30:31.549+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
54b6a665-9234-47e1-9f44-8a8beb4271ab,PARIS###CL###8888,SKU1001,NEW,ATP,ABSOLUTE,1003.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T11:31:51.121+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
04507ad7-8b84-48b1-98cb-16e6fafd85ba,PARIS###CL###8888,SKU1002,NEW,ATP,ABSOLUTE,1004.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T11:31:51.121+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
880a6a93-6c2c-4a90-8f7f-3002ccafba9e,PARIS###CL###8888,SKU1005,NEW,ATP,ABSOLUTE,1004.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T11:31:51.121+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
3a2c4771-c6d8-4f66-98e2-2995a7b059c4,PARIS###CL###8888,SKU1001,NEW,ATP,ABSOLUTE,1004.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T11:33:20.290+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
aee3bbce-f866-48d0-866f-ee8f6b741f09,PARIS###CL###8888,SKU1006,NEW,ATP,ABSOLUTE,1004.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T11:33:20.290+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
94bf62c5-02b2-4641-8950-ecaa2a19c27d,PARIS###CL###8888,SKU1005,NEW,ATP,ABSOLUTE,1004.11,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T11:33:20.290+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
1657ee88-5d74-45fa-bdde-ee740e8df619,PARIS###CL###8888,SKU1006,NEW,ATP,ABSOLUTE,1004.0,UNITS,PARIS_EOM,2019-08-24T19:44:22.000+0530,2024-04-18T12:51:19.504+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
cb234f7c-52be-48aa-961f-67353eac321e,PARIS###CL###8888,SKU1007,NEW,ATP,ABSOLUTE,10.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T12:53:53.318+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
1d4c67f9-3c49-4cd0-a075-7ee3a3efb2f3,PARIS###CL###8888,SKU1006,NEW,ATP,ABSOLUTE,1000.0,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T12:53:53.318+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
528f94ae-cdbb-45c0-8108-2e821b58eb76,PARIS###CL###8888,SKU1005,NEW,ATP,ABSOLUTE,1004.11,UNITS,PARIS_EOM,2019-08-24T19:45:22.000+0530,2024-04-18T12:53:53.318+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
b67b130f-20d7-4486-a7c8-febab32b0814,PARIS###CL###8888,SKU1006,NEW,ATP,ABSOLUTE,1004.0,UNITS,PARIS_EOM,2019-08-24T19:44:22.000+0530,2024-04-18T12:53:53.318+0530,GIV,dcf14507-df5e-4fa0-a0d9-34afe10f2d3a,2024-04-18T10:13:06.855+0530
fd85f507-711f-417c-a745-472674933e3b,PARIS###CL###2000,SKU002,NEW,ATP,ABSOLUTE,24.5,UNITS,PARIS_EOM,2024-02-15T23:00:30.000+0530,2024-04-18T15:40:03.110+0530,GIV,e21885e7-e4ca-41c6-bd75-aa85652a3e9b,2024-04-18T15:17:59.884+0530
27f17602-7593-4c97-b6c6-d848a6e5111c,PARIS###CL###2000,SKU002,NEW,ATP,ABSOLUTE,24.5,UNITS,PARIS_EOM,2024-02-15T23:00:30.000+0530,2024-04-18T15:49:58.445+0530,GIV,890a7b78-af18-4507-b352-28b6ea8e823c,2024-04-18T15:49:57.224+0530
bfcc7d7b-62d5-410b-9670-e89997c5db51,PARIS###CL###2000,SKU003,NEW,ATP,ABSOLUTE,15.0,UNITS,PARIS_EOM,2025-02-15T23:00:30.000+0530,2024-04-18T15:49:58.445+0530,GIV,890a7b78-af18-4507-b352-28b6ea8e823c,2024-04-18T15:49:57.224+0530
dbe8fd65-7046-4402-a488-eb4474d7476a,PARIS###CL###2000,SKU001,NEW,ATP,ABSOLUTE,10.0,UNITS,PARIS_EOM,2024-02-15T23:00:30.000+0530,2024-04-18T15:49:58.445+0530,GIV,890a7b78-af18-4507-b352-28b6ea8e823c,2024-04-18T15:49:57.224+0530
8468d7f9-0535-4a78-892b-317e70d13f26,PARIS###CL###2000,SKU002,NEW,ATP,ABSOLUTE,24.5,UNITS,PARIS_EOM,2024-02-15T23:00:30.000+0530,2024-04-18T15:56:51.727+0530,GIV,a086b940-20ab-4cd0-87c9-190687aaca4a,2024-04-18T15:56:50.439+0530
9367e31d-12fa-402a-9ce5-bc3c5e8e24f8,PARIS###CL###2000,SKU003,NEW,ATP,ABSOLUTE,15.0,UNITS,PARIS_EOM,2025-02-15T23:00:30.000+0530,2024-04-18T15:56:51.727+0530,GIV,a086b940-20ab-4cd0-87c9-190687aaca4a,2024-04-18T15:56:50.439+0530
4627e351-82d4-4461-95db-e991337e08a6,PARIS###CL###2000,SKU001,NEW,ATP,ABSOLUTE,10.0,UNITS,PARIS_EOM,2024-02-15T23:00:30.000+0530,2024-04-18T15:56:51.727+0530,GIV,a086b940-20ab-4cd0-87c9-190687aaca4a,2024-04-18T15:56:50.439+0530
759178c3-17c5-4166-bf6a-163d2212f4e5,PARIS###CL###2000,SKU002,NEW,ATP,ABSOLUTE,24.5,UNITS,PARIS_EOM,2024-02-15T23:00:30.000+0530,2024-04-18T16:27:58.305+0530,GIV,a086b940-20ab-4cd0-87c9-190687aaca4a,2024-04-18T15:56:50.439+0530
61dacc28-d020-4429-ab9d-27060f14c77f,PARIS###CL###2000,SKU003,NEW,ATP,ABSOLUTE,15.0,UNITS,PARIS_EOM,2025-02-15T23:00:30.000+0530,2024-04-18T16:27:58.305+0530,GIV,a086b940-20ab-4cd0-87c9-190687aaca4a,2024-04-18T15:56:50.439+0530
afdd9a71-f7d3-4c36-a717-903e9b7eafbf,PARIS###CL###2000,SKU001,NEW,ATP,ABSOLUTE,10.0,UNITS,PARIS_EOM,2024-02-15T23:00:30.000+0530,2024-04-18T16:27:58.305+0530,GIV,a086b940-20ab-4cd0-87c9-190687aaca4a,2024-04-18T15:56:50.439+0530
