"id","supply_summary_id","supply_activity_item_log_id","supply_activity_item_log_created_at","ignored_reason","created_at","created_by"
fe2ce8e5-d770-4191-80e5-a6a5dd98ec24,"1af694a4-877d-48f3-83a3-9f786a52bb42","85b8e4af-f58c-4a83-9f73-03b881b2c313",2024-04-29 22:07:39.698 +0530,Database has the latest updated value,2024-04-29 22:07:39.713 +0530,GIV
"6fb450f6-6b54-49c7-8b4b-b5699f76efeb","35c483dd-e2eb-4342-b627-2cf477652d27",c735f463-13d8-4f14-a39c-a439eb5df15a,2024-04-30 11:51:02.038 +0530,Database has the latest updated value,2024-04-30 11:51:02.076 +0530,GIV
"59421762-e798-461e-a7a5-e65cea123b35","35c483dd-e2eb-4342-b627-2cf477652d27",e7a25f2f-8ca6-41fc-b755-92149d06bb1b,2024-04-30 11:51:57.216 +0530,Database has the latest updated value,2024-04-30 11:51:57.242 +0530,GIV
"2582ea85-2ba2-4981-81a2-df4478cf392f",c7bb1994-73b6-4288-a317-f92c81df3f46,a491c21a-0f80-4aca-937c-83d9fe7bdce3,2024-04-30 13:33:01.818 +0530,Database has the latest updated value,2024-04-30 13:33:01.829 +0530,GIV
dbc3a0ae-ee44-4fe5-b83a-8e63ce5e17e0,f67db6c3-ce61-4b3e-99f6-85aae2afd456,"6e8d7443-5d11-415b-8179-6f4448c4e7be",2024-04-30 17:48:34.387 +0530,Database has the latest updated value,2024-04-30 17:48:34.393 +0530,GIV
"534ea579-b293-413e-b2a7-e7d91ce9cbdb",f67db6c3-ce61-4b3e-99f6-85aae2afd456,"7c9b3e96-ff2f-4b1d-b6d2-4172ca784dce",2024-04-30 17:49:03.930 +0530,Database has the latest updated value,2024-04-30 17:49:03.934 +0530,GIV
"2c8544f6-c4ad-439b-b8a1-23b477aff4b7",f67db6c3-ce61-4b3e-99f6-85aae2afd456,f5b0cee3-88d3-4953-9b4b-2934fe4f0a5e,2024-04-30 17:49:22.509 +0530,Database has the latest updated value,2024-04-30 17:49:22.513 +0530,GIV
"8f7c57a1-cc79-478e-8c49-7f8897e58251","6a38bae6-738b-4c06-8ea1-a3262630a45e",ea3e4792-09c2-4e29-80c1-fa57e1f2a9b2,2024-05-02 11:21:40.327 +0530,Database has the latest updated value,2024-05-02 11:21:40.339 +0530,GIV
"34ffab5f-beb0-404a-b0c6-b5a10d15afbf","569fd10e-b1e3-4f2a-8a93-bf85b37b2839",fc226e7a-ab0c-4048-befd-140f23f5924a,2024-05-02 15:54:55.939 +0530,Database has the latest updated value,2024-05-02 15:54:55.966 +0530,GIV
"436173fa-6137-426a-9de8-8efda42563fb","217f2f37-b3f1-4924-9576-d1ea6971a76d",f1e62818-6d5c-4a20-b248-f86c72062065,2024-05-02 15:54:55.939 +0530,Database has the latest updated value,2024-05-02 15:54:55.966 +0530,GIV
bf087467-2d07-474d-8431-7a4a095c1732,"97e10f7d-714f-4f02-b1fb-68e0831f628b","93abd7d5-96e0-4700-8f77-aa9c58de6266",2024-05-02 15:54:55.939 +0530,Database has the latest updated value,2024-05-02 15:54:55.966 +0530,GIV
dc0745ed-acce-4c77-b350-b3c370297c64,"962c5e05-4a0f-4896-84de-c49e8e6738bd","7e05da80-b08f-409b-b56b-52e13e496c97",2024-05-02 20:44:25.127 +0530,Database has the latest updated value,2024-05-02 20:44:25.145 +0530,GIV
f24f0852-529e-43e1-99ba-39f3dd47aa23,a97bd648-ce25-40b3-ada1-9d03d8cd922c,fccb0f19-9bd1-449a-9ab1-1caefe0af166,2024-05-03 13:16:53.641 +0530,Database has the latest updated value,2024-05-03 13:16:53.648 +0530,GIV
ba55e1e9-0861-4644-9096-2f0e0463d5e6,a97bd648-ce25-40b3-ada1-9d03d8cd922c,"0ed0acd5-bafb-4eea-aa8e-d14047a091ad",2024-05-03 15:15:52.526 +0530,Database has the latest updated value,2024-05-03 15:15:52.533 +0530,GIV
"8e3d7468-465b-4f7f-be7c-02d96f49c3c5",a97bd648-ce25-40b3-ada1-9d03d8cd922c,"835ba800-ff34-4722-9183-fa193389abf8",2024-05-03 15:16:22.464 +0530,Database has the latest updated value,2024-05-03 15:16:22.471 +0530,GIV
"815dfdda-5ff9-4183-9115-a99469cf5e76",a97bd648-ce25-40b3-ada1-9d03d8cd922c,"534b4e11-4133-4d2a-a5aa-a3fd9bc07988",2024-05-03 15:16:52.603 +0530,Database has the latest updated value,2024-05-03 15:16:52.609 +0530,GIV
"9065871d-acce-4cc2-befb-31474b55f4c2",a97bd648-ce25-40b3-ada1-9d03d8cd922c,cbec70c0-6370-414c-ab76-019964cfc2a7,2024-05-03 15:17:22.423 +0530,Database has the latest updated value,2024-05-03 15:17:22.430 +0530,GIV
"0d23b324-7f3a-4eeb-a515-260b965ba516",a97bd648-ce25-40b3-ada1-9d03d8cd922c,"7f4809e2-c89d-49f1-812a-20015a15406f",2024-05-03 15:17:52.424 +0530,Database has the latest updated value,2024-05-03 15:17:52.430 +0530,GIV
"368998f7-5d93-4e70-8191-48a4ad790fa1",a97bd648-ce25-40b3-ada1-9d03d8cd922c,"2864ed83-ad80-4868-8d08-1135fd4b5632",2024-05-03 15:34:40.954 +0530,Database has the latest updated value,2024-05-03 15:34:40.960 +0530,GIV
"7dadd299-cf71-4e72-8971-c669112de834",a97bd648-ce25-40b3-ada1-9d03d8cd922c,dfaea16d-2760-4a3a-b854-5808c6b588f5,2024-05-03 15:35:10.851 +0530,Database has the latest updated value,2024-05-03 15:35:10.858 +0530,GIV
"936b46b7-97b7-4b15-a455-f2f3a191aae2",a97bd648-ce25-40b3-ada1-9d03d8cd922c,"9baacf12-bb3d-4174-b7cf-b86fc8e3a7df",2024-05-03 15:35:40.910 +0530,Database has the latest updated value,2024-05-03 15:35:40.915 +0530,GIV
"78b2b878-3a64-4d6e-9ed6-dd3ac641dd55",a97bd648-ce25-40b3-ada1-9d03d8cd922c,"8c0a55b1-1825-4c40-ba5d-b25051894250",2024-05-03 15:36:10.793 +0530,Database has the latest updated value,2024-05-03 15:36:10.800 +0530,GIV
c71376ee-7566-4e7c-a160-826b7bd1b697,a97bd648-ce25-40b3-ada1-9d03d8cd922c,"5d95e28f-33c8-4a98-ab8b-41ea17768a0b",2024-05-03 15:36:40.890 +0530,Database has the latest updated value,2024-05-03 15:36:40.895 +0530,GIV
a5b8a2f2-b9c8-48cf-8b91-26396ec6e505,a97bd648-ce25-40b3-ada1-9d03d8cd922c,a4764715-0982-4673-949a-9d53b8aa1f91,2024-05-03 15:36:46.571 +0530,Database has the latest updated value,2024-05-03 15:36:46.576 +0530,GIV
"650cc3de-8ed2-4aca-9d4a-0b5947acfb34",a97bd648-ce25-40b3-ada1-9d03d8cd922c,"47aa65cb-1bb5-4538-9a53-fa4dbb02c7cb",2024-05-03 15:37:17.099 +0530,Database has the latest updated value,2024-05-03 15:37:17.105 +0530,GIV
"5670990e-1a54-4eeb-ad1c-545aeadf0d34",b44ebdd8-6c0f-4d3b-a58b-abe6f8de7e6e,"75b0b473-0688-43da-9aa5-d3ed7e5f09c3",2024-05-14 11:24:58.380 +0530,Database has the latest updated value,2024-05-14 11:24:58.386 +0530,GIV
"5855cb52-3e6f-4272-b018-320d66fa9a91","8b0de929-de64-4f23-82b4-61b08dd71b2f","46a947f4-b6c8-4f1b-9e1b-b1a4725acd6f",2024-05-14 19:23:30.523 +0530,Database has the latest updated value,2024-05-14 19:23:30.546 +0530,GIV
bb44a06a-0cde-49a6-bf8e-bdaaf111f016,bf07432a-1fc3-4e67-8dd5-bd9cd382b894,d1dfc7f3-ac7a-4d33-8d0c-84457ca85fbd,2024-05-14 19:23:30.523 +0530,Database has the latest updated value,2024-05-14 19:23:30.546 +0530,GIV
cabb9b31-43b8-4666-859a-a34c75631d5c,"4cdae454-98e3-4410-8c63-6d70ca489257",e00a10d5-1970-4a57-ae3e-6b50290ad1c6,2024-05-14 19:23:30.523 +0530,Database has the latest updated value,2024-05-14 19:23:30.546 +0530,GIV
"65d63669-76df-445e-bff3-d0f4e3274002","879926bb-b745-4cd3-96e0-773d88df6d06",a7cd0430-e45c-42e9-a6d6-7c027e1129c1,2024-05-14 19:23:30.523 +0530,Database has the latest updated value,2024-05-14 19:23:30.547 +0530,GIV
"39cdeddb-3422-4797-adc5-708e0df822fe","577b19fd-5c62-4529-a3b9-0f733a6f898b",c6119788-64ad-4816-9465-7bcf6ef35787,2024-05-14 19:23:30.523 +0530,Database has the latest updated value,2024-05-14 19:23:30.547 +0530,GIV
d11f4afd-974f-489f-b6f7-db3b4c40a72a,"41545178-98e8-45df-aca3-9334a8a6db10",dd6822a2-7837-4eb9-8aaf-bbefb18b43d3,2024-05-14 19:23:30.523 +0530,Database has the latest updated value,2024-05-14 19:23:30.547 +0530,GIV
"106ef9e9-6221-4e9d-ac25-4185db6fa4a7","15a74b13-e911-40e3-bf24-ccc21440a6c3","570d08ba-d509-46f9-8c20-20f3f8898972",2024-05-14 19:23:30.523 +0530,Database has the latest updated value,2024-05-14 19:23:30.547 +0530,GIV
"998a7056-7c1a-4610-a78a-c9c7e408f76c","8b0de929-de64-4f23-82b4-61b08dd71b2f",b3f68e80-3e2c-47e7-ad34-8b2c2fc1d600,2024-05-14 19:24:00.500 +0530,Database has the latest updated value,2024-05-14 19:24:00.526 +0530,GIV
"3dc89683-ceed-4732-842d-7e14a0d09e9a",bf07432a-1fc3-4e67-8dd5-bd9cd382b894,"2d3f90d1-cd9b-42cc-94b0-88a79f94f50c",2024-05-14 19:24:00.500 +0530,Database has the latest updated value,2024-05-14 19:24:00.526 +0530,GIV
f9a0ef61-d117-48a2-9a3c-84b6bcaa87ec,"4cdae454-98e3-4410-8c63-6d70ca489257","924a4825-ab32-4072-95d2-a19dfe4582ac",2024-05-14 19:24:00.500 +0530,Database has the latest updated value,2024-05-14 19:24:00.527 +0530,GIV
e6132455-f2cc-4eaa-9b1a-fb26adcfdb0c,"879926bb-b745-4cd3-96e0-773d88df6d06","0804285e-d167-4408-8e0e-74fe249bdffc",2024-05-14 19:24:00.500 +0530,Database has the latest updated value,2024-05-14 19:24:00.527 +0530,GIV
ffcc9f0e-3ab3-4ea2-8a6b-bfa9ee587aa9,"577b19fd-5c62-4529-a3b9-0f733a6f898b",b11a5fb1-f34d-4776-b25e-30f31105e6fc,2024-05-14 19:24:00.500 +0530,Database has the latest updated value,2024-05-14 19:24:00.527 +0530,GIV
"444834b4-1948-4d7a-9832-ca8df1e08043","41545178-98e8-45df-aca3-9334a8a6db10","19b8754a-eca9-4707-a216-0dcb9b69f69e",2024-05-14 19:24:00.500 +0530,Database has the latest updated value,2024-05-14 19:24:00.527 +0530,GIV
"00a119fc-533a-459c-bd15-3741f68d1336","15a74b13-e911-40e3-bf24-ccc21440a6c3","14ef4abc-2993-418a-91bd-b897c272bf83",2024-05-14 19:24:00.500 +0530,Database has the latest updated value,2024-05-14 19:24:00.527 +0530,GIV
e3389be2-f391-4a00-b55a-57762ec570eb,"8b0de929-de64-4f23-82b4-61b08dd71b2f","461c6750-c606-4308-9dfc-02fb797c14e0",2024-05-14 19:24:30.506 +0530,Database has the latest updated value,2024-05-14 19:24:30.532 +0530,GIV
"7d234a25-6978-4ff3-b5db-4313bd0d6dae",bf07432a-1fc3-4e67-8dd5-bd9cd382b894,"3f2b20f8-c80a-4df8-9957-81d61bba2632",2024-05-14 19:24:30.506 +0530,Database has the latest updated value,2024-05-14 19:24:30.532 +0530,GIV
"3e9dbfc4-3cab-4b16-83f5-b0f0348cc4ba","4cdae454-98e3-4410-8c63-6d70ca489257","0d259f14-9200-45d3-9d37-7ff04a4c35a7",2024-05-14 19:24:30.506 +0530,Database has the latest updated value,2024-05-14 19:24:30.533 +0530,GIV
"25fd9a44-e098-4007-9ecb-2ae7c276308e","879926bb-b745-4cd3-96e0-773d88df6d06","222f4ab4-af40-4273-925d-409a7185f600",2024-05-14 19:24:30.506 +0530,Database has the latest updated value,2024-05-14 19:24:30.533 +0530,GIV
a76dbd54-1f74-4a56-8f25-7ab0ca703ad2,"577b19fd-5c62-4529-a3b9-0f733a6f898b","15285fd3-1218-4db9-a2f2-073b3e185323",2024-05-14 19:24:30.506 +0530,Database has the latest updated value,2024-05-14 19:24:30.533 +0530,GIV
a9e97e20-acb1-4fdd-86a4-28630c22c92a,"41545178-98e8-45df-aca3-9334a8a6db10",ef4b1c06-8efa-4273-9785-f7298d489847,2024-05-14 19:24:30.506 +0530,Database has the latest updated value,2024-05-14 19:24:30.533 +0530,GIV
d16d4c03-a90f-4a55-9655-6eca6266583c,"15a74b13-e911-40e3-bf24-ccc21440a6c3",bef04c6d-c87a-466a-bfb4-7cf0d7709efb,2024-05-14 19:24:30.506 +0530,Database has the latest updated value,2024-05-14 19:24:30.533 +0530,GIV
eba409f7-b7ee-4ffd-a79d-48bb66f6e72d,"8b0de929-de64-4f23-82b4-61b08dd71b2f","87c274d9-e2a0-48d2-ba05-ac6df331d34e",2024-05-14 19:25:00.529 +0530,Database has the latest updated value,2024-05-14 19:25:00.554 +0530,GIV
f62a4fac-3f12-44d8-9ba3-9a56690b4123,bf07432a-1fc3-4e67-8dd5-bd9cd382b894,cdde94ed-eae2-43fe-ac9c-218b2763d9cf,2024-05-14 19:25:00.529 +0530,Database has the latest updated value,2024-05-14 19:25:00.554 +0530,GIV
e6c63783-0cf1-468a-b52c-cce95bdd8f68,"4cdae454-98e3-4410-8c63-6d70ca489257",e3c7e43d-a4de-44c1-ac35-29c1f7a8a12a,2024-05-14 19:25:00.529 +0530,Database has the latest updated value,2024-05-14 19:25:00.554 +0530,GIV
aae1d9d9-9059-4cc6-afbf-7764f04d5d7d,"879926bb-b745-4cd3-96e0-773d88df6d06",ca2c8570-d01c-4164-97d5-39112fe66e9c,2024-05-14 19:25:00.529 +0530,Database has the latest updated value,2024-05-14 19:25:00.554 +0530,GIV
c7c16ded-c0e0-4d00-a7dd-d5204d9bd11d,"577b19fd-5c62-4529-a3b9-0f733a6f898b","286f41c9-8b18-48a9-a7ee-fc84291e25bb",2024-05-14 19:25:00.529 +0530,Database has the latest updated value,2024-05-14 19:25:00.554 +0530,GIV
"1dad1672-c436-4319-ac64-53b9a1bbda2f","41545178-98e8-45df-aca3-9334a8a6db10",c4d5d187-1356-4e4c-bcab-9b0fef6ef449,2024-05-14 19:25:00.529 +0530,Database has the latest updated value,2024-05-14 19:25:00.554 +0530,GIV
"5129a926-55f0-4fb8-b648-c72fc44dffaa","15a74b13-e911-40e3-bf24-ccc21440a6c3","60157dc3-036d-45fd-acbb-497a55d4099c",2024-05-14 19:25:00.529 +0530,Database has the latest updated value,2024-05-14 19:25:00.555 +0530,GIV
"626a25f6-e356-49c6-a080-a84bbedc7c33","8b0de929-de64-4f23-82b4-61b08dd71b2f","262fdd13-fc3e-4396-bbdc-555074c768fa",2024-05-14 19:25:30.543 +0530,Database has the latest updated value,2024-05-14 19:25:30.566 +0530,GIV
"538d9203-e311-418a-b444-62210c2a1aa3",bf07432a-1fc3-4e67-8dd5-bd9cd382b894,"58faf657-1a07-40fd-8dff-ef9b4183cbe6",2024-05-14 19:25:30.543 +0530,Database has the latest updated value,2024-05-14 19:25:30.566 +0530,GIV
d7c221ed-db61-48b0-9c0f-ec7d042485d6,"4cdae454-98e3-4410-8c63-6d70ca489257","2a4afdd6-7123-4b1d-8b5b-9595e261d289",2024-05-14 19:25:30.543 +0530,Database has the latest updated value,2024-05-14 19:25:30.566 +0530,GIV
"4a665f15-8db3-48d9-887d-ba41a8d0f80f","879926bb-b745-4cd3-96e0-773d88df6d06","1857e230-d42a-4ed2-8f02-a9da1349b54f",2024-05-14 19:25:30.543 +0530,Database has the latest updated value,2024-05-14 19:25:30.566 +0530,GIV
c124942e-5c6d-46df-8a25-0f24af7d3eb5,"577b19fd-5c62-4529-a3b9-0f733a6f898b",fc2b8d7e-69ca-4333-a729-4e35c90b9751,2024-05-14 19:25:30.543 +0530,Database has the latest updated value,2024-05-14 19:25:30.567 +0530,GIV
"5f0302c4-54a2-41de-b6f1-f6faf0057aea","41545178-98e8-45df-aca3-9334a8a6db10",ee69306a-ed7c-488b-a738-4304b2bc5ee0,2024-05-14 19:25:30.543 +0530,Database has the latest updated value,2024-05-14 19:25:30.567 +0530,GIV
"8df0a6ff-a18c-4c38-ada4-be5205d58f97","15a74b13-e911-40e3-bf24-ccc21440a6c3","98ef8b7c-eb53-4d65-8463-9b2cc62be44d",2024-05-14 19:25:30.543 +0530,Database has the latest updated value,2024-05-14 19:25:30.567 +0530,GIV
"2fc9f1bc-3899-4964-ba6e-46c8ef873848",fbbc9bd5-a305-4501-a78c-81666b32abee,"79124297-127e-4d72-bc94-cc832010e34d",2024-05-15 16:39:37.700 +0530,Database has the latest updated value,2024-05-15 16:39:37.817 +0530,GIV
fb966616-8608-471b-9c61-45413bb49350,e76cc4c8-d786-490c-b81a-f6df6549b0ce,ed7cca08-854b-4983-a48c-de645648e357,2024-05-15 16:39:37.700 +0530,Database has the latest updated value,2024-05-15 16:39:37.822 +0530,GIV
"0152aa38-0cb7-49a2-829f-ac2a8d6f8f76","50149be5-a3d8-4bb5-9afc-e5dee9c40f8f",e72c1410-4de8-4cad-8269-0126fc8e875e,2024-05-15 16:39:37.700 +0530,Database has the latest updated value,2024-05-15 16:39:37.822 +0530,GIV
"149db66b-b2ec-4f13-b95c-78b2f92ae697","4463aad0-24c4-4df7-85bf-cfc896c83102","4ea75f4b-8248-40aa-a4ca-35e61f5761e3",2024-05-15 16:39:37.700 +0530,Database has the latest updated value,2024-05-15 16:39:37.823 +0530,GIV
e589395e-0b76-4f18-9df7-525333856eb9,ad37a763-ccb3-4dcd-b03b-37d05ed6c942,e9782292-30bb-4449-9238-8bc99a44ea35,2024-05-15 16:39:37.700 +0530,Database has the latest updated value,2024-05-15 16:39:37.823 +0530,GIV
b60a2969-cca7-4364-bda9-75bdf1e01242,fbbc9bd5-a305-4501-a78c-81666b32abee,"46181ebd-a775-478e-97b3-da58727e53da",2024-05-15 16:45:39.714 +0530,Database has the latest updated value,2024-05-15 16:45:39.769 +0530,GIV
"37a78b28-cc50-47c6-970e-a3784ff240b0",e76cc4c8-d786-490c-b81a-f6df6549b0ce,a59d70fd-17b1-43d9-93f8-2865611c4327,2024-05-15 16:45:39.714 +0530,Database has the latest updated value,2024-05-15 16:45:39.769 +0530,GIV
"57fc72bb-9eb1-4294-8780-7a17b46359da","50149be5-a3d8-4bb5-9afc-e5dee9c40f8f","30423815-5168-469b-aa22-d31dd27db441",2024-05-15 16:45:39.714 +0530,Database has the latest updated value,2024-05-15 16:45:39.769 +0530,GIV
"1ca4079f-2a5a-4cdf-8fd1-2c9eda52df30","4463aad0-24c4-4df7-85bf-cfc896c83102","704da9e2-2812-49d9-850b-2271a053a35b",2024-05-15 16:45:39.714 +0530,Database has the latest updated value,2024-05-15 16:45:39.769 +0530,GIV
"6cb4e59f-0632-4522-b433-482b4c5bbd7a",ad37a763-ccb3-4dcd-b03b-37d05ed6c942,"62558bc5-0fd8-43f9-9ee1-75c4819b604d",2024-05-15 16:45:39.714 +0530,Database has the latest updated value,2024-05-15 16:45:39.769 +0530,GIV
"3f3929af-5dfa-4241-a7c8-86f5fb41f9db",fbbc9bd5-a305-4501-a78c-81666b32abee,add575a2-60ad-4e55-b5ab-36b94aba02bf,2024-05-15 19:19:00.558 +0530,Database has the latest updated value,2024-05-15 19:19:00.567 +0530,GIV
"865f226f-2719-4d77-8d96-70364feeeae9",b44ebdd8-6c0f-4d3b-a58b-abe6f8de7e6e,"3378f2c0-c137-407c-9764-59e304164b8b",2024-05-20 13:26:43.128 +0530,Database has the latest updated value,2024-05-20 13:26:43.162 +0530,GIV
"3578a7c5-ff7b-498d-8b95-458e850b7718",fba0c137-6dea-4019-8b1a-2eecda766c36,"16506457-c547-40e8-b654-7f54afb3eab9",2024-05-27 11:45:20.720 +0530,Database has the latest updated value,2024-05-27 11:45:20.732 +0530,GIV
"89bcf5b5-931e-49b7-bb2e-5757e46a31c0","7ec27b21-cad7-4459-9004-9c4cd1ff4ebe","89645bb1-1cb4-462c-8eda-363c28c252aa",2024-05-27 11:45:20.720 +0530,Database has the latest updated value,2024-05-27 11:45:20.732 +0530,GIV
b2daae98-6d28-49b4-9a28-47f62b115360,fba0c137-6dea-4019-8b1a-2eecda766c36,"9cba8000-9db8-4f74-869a-2da0684382d8",2024-05-27 11:45:50.712 +0530,Database has the latest updated value,2024-05-27 11:45:50.724 +0530,GIV
ec7356cb-c5fd-4136-aad8-e6b98dda4195,"7ec27b21-cad7-4459-9004-9c4cd1ff4ebe",a7d290fb-dc53-4d8b-99be-88d2085b79b0,2024-05-27 11:45:50.712 +0530,Database has the latest updated value,2024-05-27 11:45:50.724 +0530,GIV
a4fa7b93-0332-474e-8a75-822918700f25,fba0c137-6dea-4019-8b1a-2eecda766c36,"087c993b-ddc1-4803-9ef4-fee64eeda93d",2024-05-27 11:46:20.517 +0530,Database has the latest updated value,2024-05-27 11:46:20.528 +0530,GIV
"41d4d2ea-24e9-4f15-9e98-9b7fbb7ed23a","7ec27b21-cad7-4459-9004-9c4cd1ff4ebe",af384126-f6d2-4c6d-9a80-51b56bde6a11,2024-05-27 11:46:20.517 +0530,Database has the latest updated value,2024-05-27 11:46:20.528 +0530,GIV
da41efbe-1fbe-4788-a16f-bbd03626cd2b,fba0c137-6dea-4019-8b1a-2eecda766c36,"014ac84c-705b-4ee0-81c6-1930e99c9ea9",2024-05-27 11:46:50.610 +0530,Database has the latest updated value,2024-05-27 11:46:50.619 +0530,GIV
a8ae7450-ce81-4329-989c-e31d7fca4426,"7ec27b21-cad7-4459-9004-9c4cd1ff4ebe",d4c67074-a9ec-4076-a5f2-35dc1ee946ae,2024-05-27 11:46:50.610 +0530,Database has the latest updated value,2024-05-27 11:46:50.619 +0530,GIV
"47393478-624b-435e-ad10-3f33b1873447",fba0c137-6dea-4019-8b1a-2eecda766c36,bf999052-a4a6-412f-aaf8-c3692169bbdb,2024-05-27 11:47:20.761 +0530,Database has the latest updated value,2024-05-27 11:47:20.770 +0530,GIV
"2b019d6e-2d84-41bf-813a-c53caaf516c7","7ec27b21-cad7-4459-9004-9c4cd1ff4ebe","4b451823-fef8-450b-a49b-97a955767e2d",2024-05-27 11:47:20.761 +0530,Database has the latest updated value,2024-05-27 11:47:20.770 +0530,GIV
"608edebb-4be7-46da-9ebe-842c768e4352",fba0c137-6dea-4019-8b1a-2eecda766c36,d2fd5cb1-a9f1-40a6-8a49-975246a6f168,2024-05-27 11:54:07.597 +0530,Database has the latest updated value,2024-05-27 11:54:07.609 +0530,GIV
"17836df1-e743-405b-9d50-e488bf020525","7ec27b21-cad7-4459-9004-9c4cd1ff4ebe","4c036196-1a4a-45e8-9fbe-34206c446998",2024-05-27 11:54:07.597 +0530,Database has the latest updated value,2024-05-27 11:54:07.609 +0530,GIV
"524562c9-626b-43d0-87d9-c3afeea991be","250877cc-3c20-4a7f-8e9b-5e5d6d35cfe3",d2cd7520-4487-484e-9795-4670797efc45,2024-05-28 14:14:38.934 +0530,Database has the latest updated value,2024-05-28 14:14:38.955 +0530,GIV
a33f4c26-0ee0-4e8c-97a9-7c942da7a9b9,"250877cc-3c20-4a7f-8e9b-5e5d6d35cfe3","0988abb3-577b-4e42-9dab-bc8b752003a8",2024-05-28 14:28:35.345 +0530,Database has the latest updated value,2024-05-28 14:28:35.373 +0530,GIV
f4e6c67b-7368-4447-917d-5617ade33485,"250877cc-3c20-4a7f-8e9b-5e5d6d35cfe3","689ba087-9a6b-44ee-a1a9-83951176a3cb",2024-05-28 14:29:04.440 +0530,Database has the latest updated value,2024-05-28 14:29:04.466 +0530,GIV
e415c04b-8cc8-49df-b2ae-5268aa682054,"250877cc-3c20-4a7f-8e9b-5e5d6d35cfe3","72c59a28-e47d-43dd-a7d5-10bf20425624",2024-05-28 14:29:34.815 +0530,Database has the latest updated value,2024-05-28 14:29:34.838 +0530,GIV
"782b466e-7240-4aa6-b95f-431b4cc7582e","250877cc-3c20-4a7f-8e9b-5e5d6d35cfe3","7b195933-af78-4981-a662-5bf6b2950b95",2024-05-28 14:30:05.420 +0530,Database has the latest updated value,2024-05-28 14:30:05.448 +0530,GIV
"5b3b73c1-6979-4fdb-a35c-b6c147abf5e2","250877cc-3c20-4a7f-8e9b-5e5d6d35cfe3",f39ca790-ef72-425a-ae11-ebd7bbb22201,2024-05-28 14:30:35.125 +0530,Database has the latest updated value,2024-05-28 14:30:35.149 +0530,GIV
"1c94e4e6-f7d5-4a13-a704-5055d4b27983","250877cc-3c20-4a7f-8e9b-5e5d6d35cfe3","5fb91f40-b2d4-4311-96ad-50916ddbac4a",2024-05-28 14:33:48.982 +0530,Database has the latest updated value,2024-05-28 14:33:49.053 +0530,GIV
"001e65e2-911a-431b-91ad-b6a321e99297","250877cc-3c20-4a7f-8e9b-5e5d6d35cfe3",a4276c72-774d-4020-ab64-9596c8954a7a,2024-05-28 14:34:18.334 +0530,Database has the latest updated value,2024-05-28 14:34:18.353 +0530,GIV
