"id","supply_summary_id","supply_activity_item_log_id","supply_activity_item_log_created_at","error_message","created_at","created_by"
"97c08662-a168-4073-bca4-c9abbfd26e36",,e928114c-de45-4259-938e-af73a14dcbef,2024-04-18 18:04:51.927 +0530,Quantity cannot be negative or decimal,2024-04-18 18:04:51.931 +0530,GIV
"9d7e0d6b-25f6-4282-b7e0-7c9e0856d5c8",,dde96967-e9a1-4e45-8a34-eab178756915,2024-04-18 18:05:13.400 +0530,Quantity cannot be negative or decimal,2024-04-18 18:05:13.403 +0530,GIV
"742b1112-6a66-4c8c-82c7-6a21338f3bc2",,"20463948-8b5f-45b3-8cf5-eded41394469",2024-04-18 18:05:21.756 +0530,Source updated at time is in future,2024-04-18 18:05:21.759 +0530,GIV
b64fc177-edc0-440e-8f5a-3a3a91b891ad,,"03d01af8-a34f-4083-8649-dda9e75ad082",2024-04-18 18:25:16.566 +0530,Quantity cannot be negative or decimal,2024-04-18 18:25:16.576 +0530,GIV
"3d02321a-c92e-431f-9022-8e367295db82",,"75a3d5f1-8919-40f9-85f0-e7635c1e8a4e",2024-04-18 18:25:16.566 +0530,Source updated at time is in future,2024-04-18 18:25:16.576 +0530,GIV
a932cb5d-7530-4f34-8ae4-3d5710447804,,"37ca32b3-4b60-473b-b98e-612f3f1d853a",2024-04-22 23:38:31.132 +0530,Quantity cannot be negative or decimal,2024-04-22 23:38:31.208 +0530,GIV
"72eda3df-2733-4757-81fe-4a75a1f41b24",,"836b157e-f325-44d7-abef-99538c59fcea",2024-04-22 23:38:31.132 +0530,Source updated at time is in future,2024-04-22 23:38:31.208 +0530,GIV
fcf9cc5c-3a51-4c88-b9f9-fa367911abc9,,c96293fd-826f-4185-be10-26f8a1944455,2024-04-23 00:48:10.418 +0530,Quantity cannot be negative or decimal,2024-04-23 00:48:10.441 +0530,GIV
cd560c34-ada3-49f0-a777-0731b18ccf38,,de981209-26be-4f5c-86b6-8d4ed2b65381,2024-04-23 00:48:10.418 +0530,Source updated at time is in future,2024-04-23 00:48:10.441 +0530,GIV
"4f26c0f8-f3c1-4354-8b8d-e47b20f36d3b",,"1913e62d-5a0c-4353-b681-7fa6fa1c79fa",2024-04-23 16:12:03.523 +0530,Quantity cannot be negative or decimal,2024-04-23 16:12:03.579 +0530,GIV
"0b6e49a2-d35e-46bc-8333-717f1b1a3c76",,"56c17373-eba6-4406-98a3-3dce5cd4c10b",2024-04-23 16:12:03.523 +0530,Source updated at time is in future,2024-04-23 16:12:03.579 +0530,GIV
d48de938-d834-496f-8490-e1e4f5e23a6a,,"06f0867d-0232-420a-a868-a6eb51c9dbf3",2024-04-24 07:58:17.138 +0530,Quantity cannot be negative or decimal,2024-04-24 07:58:17.200 +0530,GIV
"62730c86-ab31-4b72-879d-e4c4f285767b",,d6b4419f-10fc-422d-896a-b7002fda8908,2024-04-24 07:58:17.138 +0530,Source updated at time is in future,2024-04-24 07:58:17.200 +0530,GIV
"56e95a79-3e73-4b44-abbb-baaf3bd561bb",,cbf7e0f9-2101-440e-b538-e7ddb8478cdb,2024-04-24 07:58:34.806 +0530,Quantity cannot be negative or decimal,2024-04-24 07:58:34.829 +0530,GIV
ef24563d-0fb8-48b6-bd91-078b9973fe19,,"05566ee5-5c54-48a4-919d-7273f86cb188",2024-04-24 07:58:34.806 +0530,Source updated at time is in future,2024-04-24 07:58:34.829 +0530,GIV
"13228b11-4df6-4bd8-a56a-da7374288adf",,"77c62148-1791-4552-83ac-57de95225753",2024-04-24 07:59:04.663 +0530,Quantity cannot be negative or decimal,2024-04-24 07:59:04.682 +0530,GIV
"7a8305ef-379c-43c7-a706-bc9852dd77f0",,e6e098ce-bcbe-46f8-aefc-9c21db05b30d,2024-04-24 07:59:04.663 +0530,Source updated at time is in future,2024-04-24 07:59:04.682 +0530,GIV
f168390f-34c6-4de4-b54a-a862a75fa75a,,f86aea82-d8ab-4947-a339-dea2080c45e2,2024-04-24 07:59:34.526 +0530,Quantity cannot be negative or decimal,2024-04-24 07:59:34.544 +0530,GIV
"1f5d7bc0-e8ed-48c5-a705-8e79968da495",,cf1d0e1a-c946-496d-9976-c0847569d294,2024-04-24 07:59:34.526 +0530,Source updated at time is in future,2024-04-24 07:59:34.544 +0530,GIV
d519b685-d899-4de0-8243-a24e6a27c7f0,,af2a25ed-b962-45b0-8633-20c0402e15b5,2024-04-24 08:00:04.502 +0530,Quantity cannot be negative or decimal,2024-04-24 08:00:04.520 +0530,GIV
"4d966a8e-309a-4ded-bef0-ea238bb9f305",,f5607be6-6fb4-44f7-bd80-6247073f02a7,2024-04-24 08:00:04.502 +0530,Source updated at time is in future,2024-04-24 08:00:04.520 +0530,GIV
be7ae012-3432-4564-9421-8c731c84803a,,"9200fa1a-4cf1-4799-8ce3-9a62280edaa7",2024-04-24 10:37:52.368 +0530,Quantity cannot be negative or decimal,2024-04-24 10:37:52.388 +0530,GIV
"6dfea86d-8579-4029-a338-9e7a4038baf9",,"6e2726ed-328f-4a0f-9bf0-8294149a08a5",2024-04-24 10:37:52.368 +0530,Source updated at time is in future,2024-04-24 10:37:52.388 +0530,GIV
"2696ee39-2697-4f60-bde8-dfb80d7ba502",,"27f7b948-e2d4-4874-9311-589a31bb7d74",2024-04-24 10:54:58.773 +0530,Quantity cannot be negative or decimal,2024-04-24 10:54:58.789 +0530,GIV
a2fdce10-46be-4ca2-a8af-75729caa1ede,,b889069d-aa87-4e6d-ab10-8b15a5581024,2024-04-24 10:54:58.773 +0530,Source updated at time is in future,2024-04-24 10:54:58.789 +0530,GIV
"9250e675-735f-4877-8dd5-e087c4e4cbbf",,"5d25d1c0-0ea2-497b-836b-579794f31bbb",2024-04-24 11:30:19.540 +0530,Quantity cannot be negative or decimal,2024-04-24 11:30:19.559 +0530,GIV
"4ccf40bc-0b48-4585-945c-f58d89cb752f",,"0c8ef6f2-d821-4610-b6e1-02e8c2cd101c",2024-04-24 11:30:19.540 +0530,Source updated at time is in future,2024-04-24 11:30:19.559 +0530,GIV
"256be1bf-7702-4ada-85fc-21380d2bc186",,dcf0f95d-a369-4d8a-8d55-2779a645a3e5,2024-04-25 01:00:26.075 +0530,Quantity cannot be negative or decimal,2024-04-25 01:00:26.134 +0530,GIV
c7fc11c5-a32a-4ccb-973d-028cfd8ef2a0,,"8bf3a599-a795-431c-8de8-0f4c1687999d",2024-04-25 01:00:26.075 +0530,Source updated at time is in future,2024-04-25 01:00:26.134 +0530,GIV
bab2f533-b130-4d6a-acf6-a1ade2e7ad58,,d9fa9d65-c008-46c9-aa9d-aee1074b3343,2024-04-26 15:13:57.560 +0530,Quantity cannot be negative or decimal,2024-04-26 15:13:57.567 +0530,GIV
b5c7d1b4-8a8c-4b89-aa22-182182b46d9b,,fb84856b-0130-4ea9-b7a9-b0d07aab5dd5,2024-04-26 16:19:56.544 +0530,Quantity cannot be negative or decimal,2024-04-26 16:19:56.625 +0530,GIV
eec908c3-59c3-4034-9a72-ed0c8d507187,,"9829c8d2-4a32-41bb-be1e-65ac59f6a927",2024-04-26 16:19:56.544 +0530,Source updated at time is in future,2024-04-26 16:19:56.625 +0530,GIV
"99da3d9d-eb81-4800-a58b-e975599cf8a2",,"7585348f-e6e2-47ab-abcf-a7ce6b7dcaac",2024-04-26 16:27:46.295 +0530,Quantity cannot be negative or decimal,2024-04-26 16:27:46.326 +0530,GIV
"160bfde5-beeb-4abd-b886-cabc5e06c668",,e5bdbb07-0cd1-490d-93dd-f0934dd703f7,2024-04-26 16:27:46.295 +0530,Source updated at time is in future,2024-04-26 16:27:46.326 +0530,GIV
c4242087-0cac-4dbf-be5c-d67764e84c02,,"38015f05-f6d5-4c8f-a8c3-b24e138365d0",2024-04-27 16:29:09.719 +0530,Quantity cannot be negative or decimal,2024-04-27 16:29:09.725 +0530,GIV
"492fb4c9-8237-427c-9fff-a4dc62deedbc",,"130765ca-f7ae-42f6-bbdb-fbcc4918c4d7",2024-04-27 16:37:20.782 +0530,Source updated at time is after event generated at time,2024-04-27 16:37:20.791 +0530,GIV
"9e807b89-e933-4ca2-a657-31f4f92510d5",,"1d1e605e-5b1c-4f82-bc14-912786d5e3c1",2024-04-27 16:46:56.326 +0530,Source updated at time is in future,2024-04-27 16:46:56.342 +0530,GIV
"6e6bc3c3-1639-4903-b105-bda5a9f5474c",,b7c1d58a-9618-4641-a1de-351d097e5e71,2024-04-27 16:51:03.669 +0530,Source updated at time is in future,2024-04-27 16:51:03.687 +0530,GIV
"5fe53f40-cd68-4e45-bdbc-c0d17f928f0e",,df984791-bfdb-4e60-a017-ee6429de190b,2024-04-29 11:43:09.358 +0530,Source updated at time is in future,2024-04-29 11:43:09.370 +0530,GIV
"526035e2-36be-425c-9bf6-6f9b449aa62e",,"4ffb1e7f-cc91-4a79-8942-3a0361b171dd",2024-04-29 11:43:09.358 +0530,Source updated at time is in future,2024-04-29 11:43:09.371 +0530,GIV
"3ea01839-1b66-454c-ac72-003a57d2b0dd",,"4aa6cb93-a219-4dd3-bb73-87b646b44c01",2024-04-29 11:43:09.358 +0530,Source updated at time is in future,2024-04-29 11:43:09.371 +0530,GIV
d43e97f3-9c89-4a3e-8337-6133694942b8,,"9099098a-2ac7-4019-859f-ccfdbb3dbb96",2024-04-29 14:03:08.094 +0530,Quantity cannot be negative or decimal,2024-04-29 14:03:08.118 +0530,GIV
abef3ea2-b3fd-4077-90aa-cefdd9b8300c,,f4ea6ce5-a574-40b5-9256-5ceb0a527d90,2024-04-29 14:03:08.094 +0530,Source updated at time is in future,2024-04-29 14:03:08.118 +0530,GIV
dcd95a29-37cd-4c64-a359-0407dc2ae337,,"125d36c5-2c8d-4082-b15c-07b9de9788f1",2024-04-29 17:59:08.117 +0530,Source updated at time is in future,2024-04-29 17:59:08.133 +0530,GIV
a7607944-2a29-4d6b-8c8d-a16c23328070,,b3d2c924-d991-4f53-ac69-b83cf433920a,2024-04-29 17:59:08.117 +0530,Source updated at time is in future,2024-04-29 17:59:08.133 +0530,GIV
e3b50f0f-ab35-47d4-aa5c-176022efc752,,"5e46e51f-8d43-4eb5-8224-ec5430cbfec6",2024-04-29 17:59:08.117 +0530,Source updated at time is in future,2024-04-29 17:59:08.133 +0530,GIV
a80e1e99-740e-403d-befb-68ef4a0271d0,,"4034674f-e9f5-4ba5-93e4-f6ae025f34ef",2024-04-29 19:40:29.168 +0530,Source updated at time is in future,2024-04-29 19:40:29.229 +0530,GIV
ef2c21c3-5580-4e8a-bc6b-4d4438899389,,"3554ed17-01c2-46dd-bd02-986bb2119f39",2024-04-29 19:40:29.168 +0530,Source updated at time is in future,2024-04-29 19:40:29.230 +0530,GIV
"4073b7d8-91b4-49d3-8fcd-3bc428d061b2",,"2550b5a8-669b-4dcd-8c76-ea436e731ae9",2024-04-29 19:40:29.168 +0530,Source updated at time is in future,2024-04-29 19:40:29.230 +0530,GIV
"9439b4eb-e8ae-4112-b5c2-18c4fa510777",,"5a228823-171b-4d3c-9774-d4490ce7ad7d",2024-04-29 19:40:29.168 +0530,Source updated at time is in future,2024-04-29 19:40:29.231 +0530,GIV
"9248a301-6b47-41e4-a1e7-3463701fd343",,edf73bfb-47f7-4961-9019-3a2e598bb9ee,2024-04-29 19:42:19.338 +0530,Source updated at time is in future,2024-04-29 19:42:19.358 +0530,GIV
"4bc64051-d81f-4774-a64f-4c19041ee174",,a6646b2f-3a38-4b5c-b3a3-34bfeb166a0c,2024-04-29 19:42:19.338 +0530,Source updated at time is in future,2024-04-29 19:42:19.358 +0530,GIV
"1222a0ae-8188-4709-9150-c4e729a25bbc",,be7bec16-ec9f-43a3-8743-851e2938fbb6,2024-04-29 19:42:19.338 +0530,Source updated at time is in future,2024-04-29 19:42:19.358 +0530,GIV
"7c7a164d-f216-4057-b87b-38169d0ff6ba",,"69405bde-1524-4115-8eec-0b6fe476e288",2024-04-29 19:42:19.338 +0530,Source updated at time is in future,2024-04-29 19:42:19.358 +0530,GIV
"225c957e-d9d0-499c-91ac-9519a31d31e8",,"255fe46f-6a03-4967-a0b8-335a86387b51",2024-04-29 21:26:40.363 +0530,Source updated at time is in future,2024-04-29 21:26:40.439 +0530,GIV
"8e0e8eef-65ec-4445-9c74-af2b63064e03",,"5b77f5db-6b20-4881-a403-5f1e00c67ee9",2024-04-29 21:27:26.350 +0530,Source updated at time is in future,2024-04-29 21:27:26.355 +0530,GIV
"3210b2b5-6aa0-4710-95a4-c0d6a1a85ee5",,"755377d3-a073-473d-8633-8de5ed19b2d4",2024-04-29 21:38:44.886 +0530,Source updated at time is in future,2024-04-29 21:38:44.917 +0530,GIV
fc95e167-c202-484d-8d52-c1f1600f26d8,,dbcb50f5-6000-44ec-8688-c7ca9af40ceb,2024-04-29 21:38:44.886 +0530,Source updated at time is in future,2024-04-29 21:38:44.917 +0530,GIV
"000b874b-fc3a-4f5e-bd2a-2457629abfd6",,"0df03bac-f7ff-4117-b0da-dbaee0840eaa",2024-04-29 21:38:44.886 +0530,Source updated at time is in future,2024-04-29 21:38:44.917 +0530,GIV
fd5fa2f5-f133-43de-af57-b58ba6db1e3d,,"4859819d-0436-4e92-a999-f6544c54009c",2024-04-29 21:40:26.261 +0530,Source updated at time is in future,2024-04-29 21:40:26.273 +0530,GIV
"043a5d0d-3eb5-486b-98d3-e41164c70b51",,a1e0877f-f6f9-4228-a323-c2959d3eca88,2024-04-29 21:40:26.261 +0530,Source updated at time is in future,2024-04-29 21:40:26.273 +0530,GIV
"77c5be1c-f78b-4dc6-8fcb-efc1e3d464de",,"372255e5-2113-47ff-978b-5cd7ef43bb83",2024-04-29 21:40:26.261 +0530,Source updated at time is in future,2024-04-29 21:40:26.273 +0530,GIV
"9d081b34-46bf-4550-bc35-ae425b28cee0",,"534170a8-7593-4915-9b87-5d1b34b82146",2024-04-29 21:41:49.929 +0530,Source updated at time is in future,2024-04-29 21:41:49.941 +0530,GIV
ecd04cdb-5f4b-42f5-bd36-41eb7c2703ea,,ed50648e-83c8-45f4-83b7-910e4a1f00c8,2024-04-29 21:41:49.929 +0530,Source updated at time is in future,2024-04-29 21:41:49.942 +0530,GIV
"37863411-cd5e-4504-adfc-632a057fd9f8",,d0d4e5a7-df70-468f-b4ee-18bfed12e1bc,2024-04-29 21:41:49.929 +0530,Source updated at time is in future,2024-04-29 21:41:49.942 +0530,GIV
f55b55df-8bc9-4c04-ba5a-3f388bba5cf5,,"7b7614ef-d7d5-41b4-95de-bfb237cc0a7c",2024-04-29 22:07:39.698 +0530,Source updated at time is in future,2024-04-29 22:07:39.712 +0530,GIV
ea151e71-4f69-44b0-94dd-ef23a2f5a650,,"7dcc4d88-6c89-4b8e-8e6d-673b277b70a3",2024-04-30 11:51:02.038 +0530,Source updated at time is in future,2024-04-30 11:51:02.076 +0530,GIV
b2b7384e-e1b1-4c3a-936f-be7c2923f686,,"649d83d2-fd06-4996-9691-9eaa5e8df928",2024-04-30 11:51:57.216 +0530,Source updated at time is in future,2024-04-30 11:51:57.242 +0530,GIV
c51f1456-eab2-4886-8227-7513c2f799ef,,"87d8a877-6b42-45c2-8b93-3f7c98f8eb47",2024-04-30 14:25:00.654 +0530,Source updated at time is in future,2024-04-30 14:25:00.703 +0530,GIV
"75d9dcd7-f977-4ff7-845e-57c420ef745b",,b55e4307-4bf8-47cb-bff5-2e98125adcc5,2024-04-30 14:41:52.552 +0530,Source updated at time is in future,2024-04-30 14:41:52.562 +0530,GIV
b6ddcf63-c7f9-49b4-9e3e-de6dbcfb8d73,,"4e7fd9c3-96a6-45b5-8cb7-a0991aa859f8",2024-04-30 14:41:52.552 +0530,Source updated at time is in future,2024-04-30 14:41:52.562 +0530,GIV
"345cdfbc-d5df-4a11-98ea-a965730d8963",,"203c4f94-3fae-405b-9268-9df59f41e7ea",2024-04-30 14:41:52.552 +0530,Quantity cannot be negative or decimal,2024-04-30 14:41:52.562 +0530,GIV
"7857c7b0-969d-4a86-aeb9-86ad5dd2c224",,ca425161-d07c-4ec1-98fd-8405d794e73b,2024-04-30 14:43:02.283 +0530,Source updated at time is after event generated at time,2024-04-30 14:43:02.294 +0530,GIV
"88f6e87d-a4ac-492b-a940-3bab1cc720ad",,"86c20483-d3e4-4681-8caf-2fb03c53b37b",2024-04-30 14:43:02.283 +0530,Source updated at time is after event generated at time,2024-04-30 14:43:02.294 +0530,GIV
b7212ab7-7449-4e79-a04f-1b184b3be481,,"51cb4f00-2d84-4c81-b619-b929a76f06da",2024-04-30 14:43:02.283 +0530,Source updated at time is after event generated at time,2024-04-30 14:43:02.294 +0530,GIV
"63660c64-6dca-48cd-9086-463196a261e8",,"4e435253-0698-4015-ad81-cd29d498d623",2024-04-30 14:56:39.907 +0530,Quantity cannot be negative or decimal,2024-04-30 14:56:39.922 +0530,GIV
"86ef705e-121f-4632-86b1-6886d2fee926",,dd6e2468-39a0-4d05-b486-a5392fcfccd3,2024-04-30 14:56:39.907 +0530,Source updated at time is in future,2024-04-30 14:56:39.922 +0530,GIV
"5bffff8f-7303-4de5-8121-4b36b2861916",,"1a590857-910c-49f0-a0be-7061ff97b7fe",2024-04-30 16:19:40.554 +0530,Quantity cannot be negative or decimal,2024-04-30 16:19:40.572 +0530,GIV
"7caa5e71-8a5e-40da-b94c-ad69e84d36a7",,"9b73812b-6fa4-4feb-9d77-e110c501e653",2024-04-30 16:19:40.554 +0530,Source updated at time is in future,2024-04-30 16:19:40.572 +0530,GIV
"8fc8bcb1-af31-4bc9-83c0-974600cfc025",,"5f53e9a4-731b-4a1d-a1da-36fede285148",2024-04-30 16:19:58.749 +0530,Quantity cannot be negative or decimal,2024-04-30 16:19:58.763 +0530,GIV
c80e965a-6e19-4b89-a156-36e631f2938d,,"8262c898-9d1b-4afd-b625-bcb0245ea014",2024-04-30 16:19:58.749 +0530,Source updated at time is in future,2024-04-30 16:19:58.763 +0530,GIV
"044eb8e9-6765-4195-a07e-1678a563196d",,"3a23f004-7dfe-4bf8-bdcc-dfb7f90eb31a",2024-04-30 16:20:28.773 +0530,Quantity cannot be negative or decimal,2024-04-30 16:20:28.790 +0530,GIV
"09224aaa-aaf8-4aaf-a08b-4ceb9ac6ff16",,"870027c9-05cf-4bba-bdc8-b66e8be6d761",2024-04-30 16:20:28.773 +0530,Source updated at time is in future,2024-04-30 16:20:28.790 +0530,GIV
"8ce29701-20dd-4d82-a91e-098bfbfbf05b",,a1863aeb-ea67-4d4d-b9be-18c2e78c7822,2024-04-30 16:20:58.769 +0530,Quantity cannot be negative or decimal,2024-04-30 16:20:58.786 +0530,GIV
a0da4d40-23b1-4892-9df1-ad5b1ed801b7,,"85ee17c0-7647-4b56-acc9-c991e2457dcc",2024-04-30 16:20:58.769 +0530,Source updated at time is in future,2024-04-30 16:20:58.786 +0530,GIV
"82ddedf2-8c22-4a9c-8a8e-9a314e87cbd8",,a3c2ebcd-6c31-440b-8654-1cb10661eba2,2024-04-30 16:21:28.730 +0530,Quantity cannot be negative or decimal,2024-04-30 16:21:28.746 +0530,GIV
fae862cf-07a1-4442-a70d-ab8fc93519d4,,"6e724da3-03b6-4d06-bf24-4249b3916bbc",2024-04-30 16:21:28.730 +0530,Source updated at time is in future,2024-04-30 16:21:28.746 +0530,GIV
a05c11c7-552d-482e-9336-323217567a25,,"6b872903-78ec-4e6f-abe8-6a42972086cf",2024-04-30 16:28:28.870 +0530,Quantity cannot be negative or decimal,2024-04-30 16:28:28.884 +0530,GIV
"78ad5805-7e00-4155-927e-dfc6b12ecede",,a1ecdafd-31ec-4044-82d4-ce882ad70ff6,2024-04-30 16:28:28.870 +0530,Source updated at time is in future,2024-04-30 16:28:28.884 +0530,GIV
"98d4f62d-6c36-4456-8bdf-043901d107ff",,"3cf75888-ec50-480e-a130-ac5da67f33dd",2024-04-30 16:28:47.668 +0530,Quantity cannot be negative or decimal,2024-04-30 16:28:47.680 +0530,GIV
"2c2f7d2c-97c0-4b33-b52e-f64e1b7f1544",,"4d784fc1-f974-45ea-a144-c3170eb2ddb1",2024-04-30 16:28:47.668 +0530,Source updated at time is in future,2024-04-30 16:28:47.680 +0530,GIV
f377aa2b-f536-40ed-b759-bc91b822fc78,,"7785aab6-1f31-4b14-8cc5-188248c2c73d",2024-04-30 16:29:17.749 +0530,Quantity cannot be negative or decimal,2024-04-30 16:29:17.762 +0530,GIV
"20c0e2e1-a657-466b-90e4-b5aa9ca63310",,efb77cac-dd98-4b7c-8481-127e7a7907fa,2024-04-30 16:29:17.749 +0530,Source updated at time is in future,2024-04-30 16:29:17.763 +0530,GIV
"94506b4e-6080-4076-aecf-8668c80959f5",,bcf5b35a-0431-4712-9fbe-9d0406d900a4,2024-04-30 16:29:47.849 +0530,Quantity cannot be negative or decimal,2024-04-30 16:29:47.860 +0530,GIV
"03ebde46-6b6d-43a3-8599-387ffebd30e8",,f971a1d2-1f52-4dd0-9176-f776dd917d79,2024-04-30 16:29:47.849 +0530,Source updated at time is in future,2024-04-30 16:29:47.860 +0530,GIV
f0b14fd9-51c3-4dcb-bb9f-d3a683489c6a,,"9db7691e-f4ae-4451-8444-7785b2d2142a",2024-04-30 16:30:17.748 +0530,Quantity cannot be negative or decimal,2024-04-30 16:30:17.761 +0530,GIV
"1ed8c850-1190-4425-98c4-d0317ce47be2",,"3d6a322f-baa2-4f62-8f2a-5402ac4b70f5",2024-04-30 16:30:17.748 +0530,Source updated at time is in future,2024-04-30 16:30:17.761 +0530,GIV
"7e3cb12b-292a-4743-a841-e10bd22f11b4",,"0edd156c-bcbc-41a1-a704-c8f60dbffb36",2024-04-30 16:38:25.478 +0530,Quantity cannot be negative or decimal,2024-04-30 16:38:25.493 +0530,GIV
"23b67d38-a397-41a5-b1e7-37697d47d866",,cfd383f0-aa27-4f19-88d3-1414be52572c,2024-04-30 16:38:25.478 +0530,Source updated at time is in future,2024-04-30 16:38:25.493 +0530,GIV
"6e6afcdc-4570-4fff-b800-7d3787794e80",,ecbd7319-b1c7-4499-a6b0-a8cf524109d7,2024-04-30 16:38:43.939 +0530,Quantity cannot be negative or decimal,2024-04-30 16:38:43.953 +0530,GIV
"57805d87-a534-4304-90a3-defcbdae02f8",,"189274b3-0c55-4148-92ba-34c847fcc451",2024-04-30 16:38:43.939 +0530,Source updated at time is in future,2024-04-30 16:38:43.953 +0530,GIV
"73958ffd-bc55-4699-b897-0e7f0a519444",,b41f24da-f265-4724-8b4d-138bce535995,2024-04-30 16:39:13.976 +0530,Quantity cannot be negative or decimal,2024-04-30 16:39:13.987 +0530,GIV
"79cdacf8-164e-4856-bca0-16b8b81fcd50",,a816ee18-5659-44ff-871b-fad803872419,2024-04-30 16:39:13.976 +0530,Source updated at time is in future,2024-04-30 16:39:13.987 +0530,GIV
"811e22a2-ac33-45b3-a0b4-c5d9001c3153",,fde1cc0d-32cd-4cf3-8d25-91d29a7578ba,2024-04-30 16:39:43.915 +0530,Quantity cannot be negative or decimal,2024-04-30 16:39:43.926 +0530,GIV
b49e778a-8ad2-43b2-a308-97c1525e7ea0,,"6dff3a6e-97b2-40d9-8cd7-ba72b3ef5cbe",2024-04-30 16:39:43.915 +0530,Source updated at time is in future,2024-04-30 16:39:43.926 +0530,GIV
